Date,High,Low,Open,Close,Volume,Adj Close
2000-03-09,17.6875,17.125,17.46875,17.625,4904400.0,9.087862014770508
2000-03-10,18.375,17.40625,17.625,17.84375,5335400.0,9.200654029846191
2000-03-13,18.0625,17.5,17.84375,17.8125,3304800.0,9.184541702270508
2000-03-14,18.59375,17.875,17.875,17.90625,6545400.0,9.232880592346191
2000-03-15,19.53125,17.8125,17.90625,19.125,6827400.0,9.861294746398926
2000-03-16,20.8125,19.46875,19.46875,20.34375,7723400.0,10.489712715148926
2000-03-17,20.15625,19.53125,20.15625,19.8125,4798800.0,10.21578598022461
2000-03-20,20.28125,19.21875,19.8125,19.25,4407600.0,9.925749778747559
2000-03-21,20.03125,19.21875,19.25,19.90625,3065800.0,10.264124870300293
2000-03-22,19.8125,19.375,19.8125,19.46875,2487200.0,10.038546562194824
2000-03-23,20.09375,19.625,19.625,19.78125,3596000.0,10.199677467346191
2000-03-24,20.0,19.625,19.78125,19.75,2277600.0,10.183563232421875
2000-03-27,20.3125,19.5,19.75,19.53125,2241200.0,10.07076644897461
2000-03-28,19.5625,19.15625,19.53125,19.15625,2619200.0,9.877405166625977
2000-03-29,19.78125,18.84375,19.15625,19.5,3778000.0,10.054656028747559
2000-03-30,20.65625,19.4375,19.5,20.375,4877800.0,10.505825996398926
2000-03-31,20.5625,19.65625,20.375,19.71875,4850400.0,10.16744613647461
2000-04-03,21.125,19.71875,19.71875,20.9375,4664200.0,10.795860290527344
2000-04-04,22.0625,20.4375,20.9375,21.71875,7259000.0,11.198691368103027
2000-04-05,21.9375,21.125,21.71875,21.21875,3759200.0,10.94088363647461
2000-04-06,21.8125,21.125,21.21875,21.15625,2104800.0,10.90865421295166
2000-04-07,21.21875,20.625,21.15625,20.6875,2937400.0,10.666956901550293
2000-04-10,21.0625,20.5625,20.6875,20.71875,1890600.0,10.683074951171875
2000-04-11,21.625,20.8125,20.8125,21.03125,3531600.0,10.844202995300293
2000-04-12,22.375,21.375,21.375,21.71875,4224400.0,11.198691368103027
2000-04-13,22.4375,20.90625,21.71875,21.0,4334200.0,10.82808780670166
2000-04-14,21.0,20.09375,21.0,20.25,4287000.0,10.44136905670166
2000-04-17,21.21875,20.125,20.25,20.46875,3754200.0,10.55416488647461
2000-04-18,21.75,19.6875,20.46875,20.125,9957200.0,10.376917839050293
2000-04-19,19.46875,18.5,19.46875,18.8125,8557000.0,9.859383583068848
2000-04-20,19.15625,18.75,18.8125,19.0,4924600.0,9.957650184631348
2000-04-24,19.5625,19.09375,19.09375,19.5,3312200.0,10.219693183898926
2000-04-25,20.25,19.5,19.5,20.0625,4381400.0,10.514493942260742
2000-04-26,20.34375,19.75,20.0625,19.875,4544400.0,10.416226387023926
2000-04-27,20.21875,19.46875,19.875,20.0625,2903600.0,10.514493942260742
2000-04-28,20.5,19.625,20.0625,19.71875,3741600.0,10.33433723449707
2000-05-01,19.84375,19.40625,19.71875,19.40625,2637800.0,10.170557975769043
2000-05-02,19.96875,19.03125,19.40625,19.8125,2840800.0,10.383468627929688
2000-05-03,19.6875,19.25,19.6875,19.4375,2442600.0,10.186936378479004
2000-05-04,19.46875,18.9375,19.4375,18.96875,2377000.0,9.941274642944336
2000-05-05,19.6875,18.9375,18.96875,19.53125,2544600.0,10.236066818237305
2000-05-08,19.875,19.28125,19.53125,19.46875,2078600.0,10.203320503234863
2000-05-09,20.0,18.96875,19.46875,19.0,3078800.0,9.957650184631348
2000-05-10,19.21875,18.78125,19.0,19.1875,2391400.0,10.055910110473633
2000-05-11,19.78125,18.84375,19.1875,19.40625,2617600.0,10.170557975769043
2000-05-12,19.9375,19.3125,19.40625,19.6875,1927800.0,10.317957878112793
2000-05-15,20.375,19.78125,19.78125,20.28125,3531000.0,10.62913703918457
2000-05-16,20.875,20.09375,20.28125,20.125,4066000.0,10.547245979309082
2000-05-17,20.34375,19.9375,20.125,20.0,1526600.0,10.481739044189453
2000-05-18,20.0,19.25,20.0,19.40625,3559200.0,10.170557975769043
2000-05-19,20.21875,19.25,19.40625,20.03125,3942200.0,10.498114585876465
2000-05-22,20.34375,19.8125,20.03125,20.09375,2443000.0,10.530869483947754
2000-05-23,20.34375,19.5,20.09375,19.75,2005600.0,10.350715637207031
2000-05-24,20.25,19.375,19.75,19.84375,2075000.0,10.399843215942383
2000-05-25,19.9375,18.90625,19.84375,19.03125,2763800.0,9.974024772644043
2000-05-26,19.40625,18.9375,19.03125,19.0625,1908200.0,9.99040412902832
2000-05-30,19.40625,19.0625,19.0625,19.15625,1614200.0,10.03954029083252
2000-05-31,19.21875,18.9375,19.15625,19.125,2925400.0,10.02315902709961
2000-06-01,20.0,19.40625,19.40625,19.875,2835400.0,10.416226387023926
2000-06-02,21.25,20.125,20.125,20.53125,4491400.0,10.760153770446777
2000-06-05,20.4375,19.28125,20.4375,20.0,3871600.0,10.481739044189453
2000-06-06,19.78125,19.09375,19.78125,19.53125,3697400.0,10.236066818237305
2000-06-07,19.40625,19.0625,19.40625,19.40625,3017600.0,10.170557975769043
2000-06-08,19.21875,18.84375,19.21875,19.0625,2418800.0,9.99040412902832
2000-06-09,19.28125,18.875,19.0625,19.125,1819600.0,10.02315902709961
2000-06-12,19.53125,18.84375,19.125,19.3125,2635600.0,10.121424674987793
2000-06-13,19.28125,18.5,19.28125,18.625,3154800.0,9.761116027832031
2000-06-14,19.125,18.5625,18.625,18.8125,3292600.0,9.859383583068848
2000-06-15,19.0,18.40625,18.8125,18.5,2703400.0,9.695605278015137
2000-06-16,18.5625,17.9375,18.5,17.96875,5510400.0,9.41718578338623
2000-06-19,18.25,17.5625,17.96875,17.5625,3703200.0,9.20427417755127
2000-06-20,17.84375,17.5,17.5625,17.53125,3212400.0,9.187894821166992
2000-06-21,17.75,17.46875,17.53125,17.5625,2569000.0,9.20427417755127
2000-06-22,17.6875,17.15625,17.5625,17.21875,3490200.0,9.024121284484863
2000-06-23,17.5625,17.21875,17.21875,17.3125,1787400.0,9.073250770568848
2000-06-26,17.84375,17.34375,17.34375,17.40625,1959000.0,9.122385025024414
2000-06-27,18.25,17.34375,17.40625,17.84375,2754800.0,9.351672172546387
2000-06-28,18.375,18.0,18.0,18.078100204467773,2527200.0,9.474493980407715
2000-06-29,17.75,17.375,17.75,17.5,2415400.0,9.17152214050293
2000-06-30,17.65625,16.90625,17.5,16.9375,4672000.0,8.876720428466797
2000-07-03,18.03125,17.09375,17.09375,18.0,1702400.0,9.433565139770508
2000-07-05,17.71875,17.15625,17.71875,17.59375,3324600.0,9.220647811889648
2000-07-06,17.8125,17.40625,17.59375,17.40625,2433400.0,9.122385025024414
2000-07-07,17.46875,16.96875,17.40625,16.96875,3514400.0,8.89310073852539
2000-07-10,17.6875,17.09375,17.09375,17.125,3084000.0,8.974987983703613
2000-07-11,18.34375,17.25,17.25,18.0625,5056800.0,9.466314315795898
2000-07-12,18.5,17.875,18.0625,18.28125,3236600.0,9.580961227416992
2000-07-13,18.3125,17.9375,18.28125,17.96875,3438000.0,9.41718578338623
2000-07-14,18.03125,17.5625,17.96875,17.875,2999200.0,9.368053436279297
2000-07-17,18.09375,17.5,17.875,17.859350204467773,2677200.0,9.35984992980957
2000-07-18,19.125,18.4375,18.4375,18.875,8446200.0,10.084117889404297
2000-07-19,19.28125,18.84375,18.875,18.96875,6346200.0,10.13420295715332
2000-07-20,19.21875,18.25,18.96875,18.53125,5041600.0,9.900465965270996
2000-07-21,18.59375,18.1875,18.53125,18.25,3777600.0,9.750203132629395
2000-07-24,18.25,18.0625,18.25,18.125,1660200.0,9.68342113494873
2000-07-25,18.3125,17.9375,18.125,17.9375,2363000.0,9.583252906799316
2000-07-26,17.875,17.375,17.875,17.375,3413200.0,9.282732963562012
2000-07-27,17.6875,17.3125,17.375,17.4375,2642200.0,9.316121101379395
2000-07-28,17.53125,16.96875,17.4375,17.03125,3336600.0,9.099080085754395
2000-07-31,17.59375,17.03125,17.03125,17.03125,3131800.0,9.099080085754395
2000-08-01,17.21875,17.0625,17.0625,17.15625,4007600.0,9.165861129760742
2000-08-02,17.59375,17.1875,17.1875,17.5,3722000.0,9.349513053894043
2000-08-03,17.875,17.125,17.5,17.53125,3375200.0,9.366207122802734
2000-08-04,17.53125,17.1875,17.53125,17.421850204467773,2018200.0,9.307757377624512
2000-08-07,18.46875,17.28125,17.421850204467773,18.34375,4035600.0,9.800291061401367
2000-08-08,19.40625,18.40625,18.40625,19.1875,7056400.0,10.251068115234375
2000-08-09,19.1875,18.78125,19.1875,18.78125,2906800.0,10.03403377532959
2000-08-10,19.0625,18.6875,18.78125,18.75,1964000.0,10.017337799072266
2000-08-11,19.5,18.625,18.75,19.3125,2813800.0,10.317852973937988
2000-08-14,19.53125,19.15625,19.3125,19.53125,4096600.0,10.434721946716309
2000-08-15,19.75,19.125,19.53125,19.328100204467773,2535400.0,10.326186180114746
2000-08-16,19.65625,19.21875,19.328100204467773,19.3125,2873200.0,10.317852973937988
2000-08-17,19.40625,19.09375,19.3125,19.125,1760600.0,10.217681884765625
2000-08-18,19.28125,18.84375,19.125,19.09375,1970800.0,10.200989723205566
2000-08-21,19.15625,18.6875,19.09375,18.84375,1527600.0,10.067418098449707
2000-08-22,19.0,18.6875,18.84375,18.90625,1907600.0,10.100811958312988
2000-08-23,18.9375,18.53125,18.90625,18.5625,1962400.0,9.91716480255127
2000-08-24,18.84375,18.5,18.5625,18.84375,2351800.0,10.067418098449707
2000-08-25,18.90625,18.625,18.84375,18.8125,1400200.0,10.050727844238281
2000-08-28,18.875,18.3125,18.8125,18.59375,2669000.0,9.933853149414062
2000-08-29,19.5625,18.875,18.875,19.03125,4115000.0,10.167595863342285
2000-08-30,19.21875,18.34375,19.03125,18.78125,3988200.0,10.03403377532959
2000-08-31,18.9375,18.25,18.78125,18.38279914855957,4834600.0,9.821154594421387
2000-09-01,18.75,18.125,18.38279914855957,18.65625,2563800.0,9.967249870300293
2000-09-05,19.40625,18.53125,18.65625,19.03125,2875600.0,10.167595863342285
2000-09-06,19.625,19.03125,19.03125,19.34375,2900600.0,10.334549903869629
2000-09-07,19.53125,19.03125,19.34375,19.03125,4777600.0,10.167595863342285
2000-09-08,19.125,18.75,19.03125,18.90625,3091600.0,10.100811958312988
2000-09-11,19.65625,18.875,18.90625,19.15625,2521800.0,10.234379768371582
2000-09-12,19.40625,18.875,19.15625,19.0,3190600.0,10.150900840759277
2000-09-13,19.625,19.125,19.125,19.34375,2132000.0,10.334549903869629
2000-09-14,19.8125,19.40625,19.40625,19.625,4188200.0,10.484810829162598
2000-09-15,19.21875,18.59375,19.21875,18.71875,6007800.0,10.00063705444336
2000-09-18,18.65625,17.71875,18.65625,18.03125,5579000.0,9.633336067199707
2000-09-19,18.09375,17.3125,18.03125,17.75,5201200.0,9.483078002929688
2000-09-20,17.84375,17.46875,17.75,17.59375,3515000.0,9.399598121643066
2000-09-21,17.84375,17.375,17.59375,17.40625,2412400.0,9.299422264099121
2000-09-22,17.84375,17.28125,17.40625,17.5625,2605400.0,9.382903099060059
2000-09-25,18.0,17.53125,17.5625,17.75,2056400.0,9.483078002929688
2000-09-26,17.6875,17.25,17.6875,17.5,2804800.0,9.349513053894043
2000-09-27,17.375,16.25,17.375,16.75,7458600.0,8.948819160461426
2000-09-28,17.375,16.3125,16.75,17.0,4866000.0,9.082383155822754
2000-09-29,17.375,14.5,17.0,15.5,3578400.0,8.280997276306152
2000-10-02,17.125,15.5,15.5,17.125,6628600.0,9.149163246154785
2000-10-03,18.0,17.09375,17.125,17.53125,4416200.0,9.366207122802734
2000-10-04,17.96875,17.40625,17.53125,17.5625,3534400.0,9.382903099060059
2000-10-05,17.8125,17.4375,17.5625,17.5,2774200.0,9.349513053894043
2000-10-06,17.84375,17.25,17.5,17.25,2549400.0,9.215949058532715
2000-10-09,17.5,17.1875,17.25,17.28125,1319200.0,9.232645034790039
2000-10-10,17.21875,16.65625,17.21875,16.6875,2709600.0,8.915426254272461
2000-10-11,17.0,16.28125,16.6875,16.625,3741000.0,8.882038116455078
2000-10-12,16.625,15.59375,16.625,15.9375,4800400.0,8.514739036560059
2000-10-13,15.90625,15.4375,15.90625,15.84375,3551000.0,8.464648246765137
2000-10-16,16.0625,15.65625,15.84375,15.875,3422000.0,8.48134708404541
2000-10-17,16.03125,15.1875,15.875,15.25,3269600.0,8.147431373596191
2000-10-18,15.0625,14.78125,15.0625,14.90625,5565800.0,8.145383834838867
2000-10-19,15.40625,15.03125,15.03125,15.25,3147000.0,8.333220481872559
2000-10-20,15.59375,15.1875,15.25,15.34375,2370200.0,8.384450912475586
2000-10-23,15.9375,15.34375,15.34375,15.71875,2725600.0,8.589366912841797
2000-10-24,16.125,15.78125,15.78125,15.9375,3443800.0,8.708904266357422
2000-10-25,16.0,15.5625,15.9375,15.65625,2413200.0,8.555209159851074
2000-10-26,16.15625,15.53125,15.65625,15.90625,2656600.0,8.691821098327637
2000-10-27,16.4375,16.0,16.0,16.4375,3200600.0,8.982120513916016
2000-10-30,17.875,16.25,16.4375,17.46875,5737800.0,9.545635223388672
2000-10-31,17.90625,16.9375,17.46875,17.53125,6645200.0,9.57978630065918
2000-11-01,17.875,17.28125,17.53125,17.375,3343400.0,9.494409561157227
2000-11-02,17.75,17.375,17.375,17.40625,2362200.0,9.511481285095215
2000-11-03,17.5,17.28125,17.40625,17.40625,2074000.0,9.511481285095215
2000-11-06,18.3125,17.40625,17.40625,18.09375,3228800.0,9.887162208557129
2000-11-07,18.125,17.78125,18.09375,18.0625,2537200.0,9.870085716247559
2000-11-08,18.46875,17.65625,18.0625,18.21875,2546000.0,9.955467224121094
2000-11-09,18.5,17.84375,18.21875,18.28125,2848000.0,9.989617347717285
2000-11-10,18.1875,17.875,18.1875,17.875,2756400.0,9.767629623413086
2000-11-13,18.15625,17.59375,17.875,18.09375,3065400.0,9.887162208557129
2000-11-14,18.15625,17.84375,18.09375,18.03125,2271400.0,9.853011131286621
2000-11-15,18.46875,18.03125,18.03125,18.34375,2835800.0,10.023772239685059
2000-11-16,18.34375,17.90625,18.34375,18.15625,1835600.0,9.921314239501953
2000-11-17,18.75,18.21875,18.21875,18.46875,2597600.0,10.092079162597656
2000-11-20,18.65625,18.25,18.46875,18.59375,3128400.0,10.160380363464355
2000-11-21,19.25,18.59375,18.59375,19.125,3665600.0,10.45068073272705
2000-11-22,19.09375,18.78125,19.09375,18.90625,2131800.0,10.331147193908691
2000-11-24,19.5,18.875,18.90625,19.4375,1485600.0,10.621443748474121
2000-11-27,19.90625,19.21875,19.4375,19.84375,2942200.0,10.843429565429688
2000-11-28,19.625,19.28125,19.625,19.5,1821000.0,10.655595779418945
2000-11-29,20.28125,19.5,19.5,20.0625,2852400.0,10.962967872619629
2000-11-30,20.53125,19.625,20.0625,19.65625,3984400.0,10.74098014831543
2000-12-01,20.625,19.75,19.75,20.34375,3003600.0,11.116654396057129
2000-12-04,21.96875,20.375,20.375,21.65625,6023200.0,11.833860397338867
2000-12-05,22.125,20.96875,21.65625,21.6875,5893000.0,11.850934982299805
2000-12-06,21.34375,20.6875,21.34375,20.78125,3086800.0,11.355721473693848
2000-12-07,21.25,20.65625,20.78125,20.78125,2262800.0,11.355721473693848
2000-12-08,21.0625,20.5,20.78125,20.8125,2792200.0,11.372801780700684
2000-12-11,21.28125,20.46875,20.8125,21.1875,3065200.0,11.577712059020996
2000-12-12,21.8125,20.9375,21.1875,21.1875,4090800.0,11.577712059020996
2000-12-13,21.59375,20.71875,21.1875,20.84375,2747000.0,11.389877319335938
2000-12-14,20.46875,20.0625,20.46875,20.34375,2137600.0,11.116654396057129
2000-12-15,20.71875,20.375,20.375,20.40625,4576800.0,11.150805473327637
2000-12-18,21.3125,20.0625,20.40625,21.15625,3673200.0,11.560632705688477
2000-12-19,21.6875,20.71875,21.15625,21.4375,5395200.0,11.714319229125977
2000-12-20,21.65625,20.625,21.4375,21.53125,5809600.0,11.765551567077637
2000-12-21,22.4375,21.125,21.53125,22.375,5965000.0,12.226613998413086
2000-12-22,23.375,22.09375,22.375,23.3125,5743600.0,12.738897323608398
2000-12-26,23.875,23.21875,23.3125,23.875,3715400.0,13.046268463134766
2000-12-27,23.78125,23.1875,23.78125,23.75,3737200.0,12.97796630859375
2000-12-28,23.84375,23.09375,23.75,23.8125,2558600.0,13.012116432189941
2000-12-29,23.96875,23.40625,23.8125,23.65625,3051800.0,12.926738739013672
2001-01-02,23.625,22.8125,23.625,23.15625,3285000.0,12.653520584106445
2001-01-03,23.34375,21.78125,23.15625,23.25,7564000.0,12.704747200012207
2001-01-04,24.8125,23.25,23.25,24.34375,9149400.0,13.30241870880127
2001-01-05,24.25,22.65625,24.25,22.9375,7057800.0,12.533984184265137
2001-01-08,23.0,22.5625,22.9375,22.875,3752000.0,12.499832153320312
2001-01-09,22.875,22.4375,22.875,22.84375,3836600.0,12.482757568359375
2001-01-10,22.8125,22.03125,22.8125,22.53125,3655000.0,12.311990737915039
2001-01-11,22.71875,22.0625,22.53125,22.71875,3371000.0,12.41445255279541
2001-01-12,22.625,21.34375,22.625,21.84375,3494200.0,11.93631362915039
2001-01-16,22.34375,21.53125,21.84375,22.34375,4239400.0,12.209538459777832
2001-01-17,22.8125,22.15625,22.34375,22.5,4460200.0,12.294916152954102
2001-01-18,21.03125,20.0,21.03125,20.875,9166400.0,11.5819673538208
2001-01-19,20.53125,19.90625,20.53125,20.3125,5502600.0,11.269875526428223
2001-01-22,20.71875,19.90625,20.3125,20.4375,4659800.0,11.339227676391602
2001-01-23,21.0,20.375,20.4375,20.8125,5792400.0,11.547294616699219
2001-01-24,21.4375,20.5,20.8125,21.09375,3670200.0,11.703339576721191
2001-01-25,22.03125,21.21875,21.21875,21.65625,3517600.0,12.015426635742188
2001-01-26,21.875,21.28125,21.65625,21.625,3094400.0,11.998080253601074
2001-01-29,21.899999618530273,21.405000686645508,21.579999923706055,21.549999237060547,2439600.0,11.956474304199219
2001-01-30,22.25,21.125,21.549999237060547,22.200000762939453,4675200.0,12.31711196899414
2001-01-31,22.5,22.0,22.200000762939453,22.110000610351562,3889000.0,12.267172813415527
2001-02-01,22.299999237060547,21.850000381469727,22.110000610351562,22.165000915527344,2737600.0,12.297693252563477
2001-02-02,22.459999084472656,21.950000762939453,22.165000915527344,22.135000228881836,2387400.0,12.281046867370605
2001-02-05,22.190000534057617,21.864999771118164,22.135000228881836,21.885000228881836,1823000.0,12.142340660095215
2001-02-06,22.030000686645508,21.655000686645508,21.885000228881836,21.760000228881836,2298200.0,12.072990417480469
2001-02-07,21.94499969482422,21.690000534057617,21.760000228881836,21.80500030517578,1773800.0,12.097955703735352
2001-02-08,21.875,21.405000686645508,21.80500030517578,21.59000015258789,1954000.0,11.97866439819336
2001-02-09,21.625,21.2450008392334,21.59000015258789,21.5,3121800.0,11.928732872009277
2001-02-12,21.924999237060547,21.565000534057617,21.565000534057617,21.565000534057617,3180600.0,11.964802742004395
2001-02-13,22.075000762939453,21.575000762939453,21.575000762939453,21.6299991607666,2898400.0,12.0008544921875
2001-02-14,22.25,21.40999984741211,21.6299991607666,21.459999084472656,2694800.0,11.906538963317871
2001-02-15,22.5,21.704999923706055,21.704999923706055,22.059999465942383,3487000.0,12.239434242248535
2001-02-16,22.34000015258789,21.75,22.059999465942383,21.834999084472656,3326200.0,12.11459732055664
2001-02-20,21.700000762939453,20.899999618530273,21.700000762939453,20.899999618530273,4236800.0,11.595836639404297
2001-02-21,21.139999389648438,20.450000762939453,20.899999618530273,20.479999542236328,3115000.0,11.362812042236328
2001-02-22,20.725000381469727,20.100000381469727,20.479999542236328,20.344999313354492,3247400.0,11.287914276123047
2001-02-23,20.385000228881836,19.875,20.344999313354492,20.045000076293945,3277600.0,11.121461868286133
2001-02-26,20.940000534057617,20.280000686645508,20.280000686645508,20.815000534057617,2167600.0,11.548674583435059
2001-02-27,21.325000762939453,20.774999618530273,20.815000534057617,21.2450008392334,3713600.0,11.787250518798828
2001-02-28,21.59000015258789,20.774999618530273,21.2450008392334,20.799999237060547,3025200.0,11.540358543395996
2001-03-01,21.375,20.760000228881836,20.799999237060547,21.0,3337000.0,11.65131664276123
2001-03-02,21.729999542236328,21.06999969482422,21.06999969482422,21.34000015258789,2591600.0,11.839957237243652
2001-03-05,22.350000381469727,21.649999618530273,21.649999618530273,22.165000915527344,3643000.0,12.297693252563477
2001-03-06,22.600000381469727,22.06999969482422,22.165000915527344,22.2549991607666,3706000.0,12.347620010375977
2001-03-07,23.405000686645508,22.549999237060547,22.549999237060547,23.399999618530273,6538000.0,12.98289966583252
2001-03-08,24.0,23.475000381469727,23.475000381469727,23.895000457763672,7539400.0,13.257539749145508
2001-03-09,23.885000228881836,23.149999618530273,23.885000228881836,23.420000076293945,5092800.0,12.993996620178223
2001-03-12,23.399999618530273,22.389999389648438,23.399999618530273,22.479999542236328,4708200.0,12.472463607788086
2001-03-13,23.114999771118164,22.434999465942383,22.479999542236328,23.024999618530273,4328600.0,12.774837493896484
2001-03-14,22.7450008392334,22.274999618530273,22.7450008392334,22.395000457763672,4435600.0,12.425299644470215
2001-03-15,22.600000381469727,22.200000762939453,22.395000457763672,22.5,2643600.0,12.483558654785156
2001-03-16,22.774999618530273,22.125,22.5,22.299999237060547,5420800.0,12.372591018676758
2001-03-19,22.649999618530273,22.0049991607666,22.299999237060547,22.56999969482422,2889400.0,12.522390365600586
2001-03-20,22.78499984741211,21.875,22.56999969482422,21.934999465942383,4723800.0,12.170080184936523
2001-03-21,21.625,20.774999618530273,21.625,21.09000015258789,5537800.0,11.701251983642578
2001-03-22,20.985000610351562,20.075000762939453,20.985000610351562,20.684999465942383,4427400.0,11.476552963256836
2001-03-23,20.989999771118164,20.270000457763672,20.684999465942383,20.885000228881836,4683200.0,11.587517738342285
2001-03-26,21.875,21.114999771118164,21.114999771118164,21.469999313354492,4582600.0,11.912089347839355
2001-03-27,22.399999618530273,21.235000610351562,21.469999313354492,22.399999618530273,4729400.0,12.428069114685059
2001-03-28,22.7549991607666,21.78499984741211,22.399999618530273,22.75,4884800.0,12.62226390838623
2001-03-29,22.375,21.6299991607666,22.375,22.309999465942383,6493200.0,12.378141403198242
2001-03-30,22.46500015258789,21.885000228881836,22.309999465942383,22.190000534057617,3046800.0,12.311559677124023
2001-04-02,22.850000381469727,21.899999618530273,22.190000534057617,22.219999313354492,4333600.0,12.328201293945312
2001-04-03,21.975000381469727,20.75,21.975000381469727,21.079999923706055,6232800.0,11.695704460144043
2001-04-04,21.96500015258789,20.950000762939453,21.079999923706055,21.774999618530273,3690000.0,12.081305503845215
2001-04-05,23.0,21.774999618530273,21.774999618530273,22.889999389648438,4707800.0,12.699938774108887
2001-04-06,22.545000076293945,21.940000534057617,22.545000076293945,22.274999618530273,4044600.0,12.358717918395996
2001-04-09,22.844999313354492,22.28499984741211,22.28499984741211,22.489999771118164,4280200.0,12.478009223937988
2001-04-10,23.5,22.5,22.5,22.850000381469727,5092000.0,12.67774486541748
2001-04-11,23.049999237060547,22.459999084472656,22.850000381469727,22.56999969482422,3430400.0,12.522390365600586
2001-04-12,23.5049991607666,22.475000381469727,22.56999969482422,23.5049991607666,3300200.0,13.041156768798828
2001-04-16,23.6200008392334,22.809999465942383,23.5049991607666,23.375,3760800.0,12.969030380249023
2001-04-17,23.2549991607666,22.71500015258789,23.2549991607666,22.875,5792800.0,12.691617965698242
2001-04-18,24.5,22.825000762939453,22.875,24.225000381469727,7891400.0,13.440629959106445
2001-04-19,24.0,23.479999542236328,24.0,23.84000015258789,3230600.0,13.415305137634277
2001-04-20,24.110000610351562,23.43000030517578,23.84000015258789,23.940000534057617,3095800.0,13.471583366394043
2001-04-23,24.200000762939453,23.875,23.940000534057617,24.125,3266800.0,13.575682640075684
2001-04-24,24.579999923706055,24.100000381469727,24.125,24.149999618530273,5042400.0,13.589750289916992
2001-04-25,25.014999389648438,23.774999618530273,24.149999618530273,25.0,5245800.0,14.06806755065918
2001-04-26,25.200000762939453,24.559999465942383,25.0,24.674999237060547,5166800.0,13.885180473327637
